Id,Hero,Power
5325,Vegeta,Intelligence
5326,Vegeta,Super Strength
5327,Vegeta,Energy Blasts
5328,Vegeta,Stamina
5329,Vegeta,Super Speed
5330,Vegeta,Jump
5331,Vegeta,Shapeshifting
5332,Vegeta,Immortality
5333,Vegeta,Fire Control
5334,Vegeta,Reflexes
5335,Vegeta,Invulnerability
5336,Vegeta,Force Fields
5337,Vegeta,Enhanced Hearing
5338,Vegeta,Heat Generation
5339,Vegeta,Adaptation
5340,Vegeta,Light Control
5341,Vegeta,Levitation
5342,Vegeta,Radar Sense
5343,Venom,Accelerated Healing
5344,Venom,Durability
5345,Venom,Danger Sense
5346,Venom,Super Strength
5347,Venom,Stamina
5348,Venom,Super Speed
5349,Venom,Weapon-based Powers
5350,Venom,Jump
5351,Venom,Shapeshifting
5352,Venom,Reflexes
5353,Venom,Natural Weapons
5354,Venom,Wallcrawling
5355,Venom,Web Creation
5356,Venom,Symbiote Costume
5357,Venom II,Agility
5358,Venom II,Durability
5359,Venom II,Super Strength
5360,Venom II,Super Speed
5361,Venom II,Animal Oriented Powers
5362,Venom II,Shapeshifting
5363,Venom II,Camouflage
5364,Venom II,Reflexes
5365,Venom II,Wallcrawling
5366,Venom III,Agility
5367,Venom III,Accelerated Healing
5368,Venom III,Durability
5369,Venom III,Danger Sense
5370,Venom III,Super Strength
5371,Venom III,Stamina
5372,Venom III,Super Speed
5373,Venom III,Animal Oriented Powers
5374,Venom III,Camouflage
5375,Venom III,Reflexes
5376,Venom III,Natural Weapons
5377,Venom III,Wallcrawling
5378,Venom III,Symbiote Costume
5379,Venompool,Agility
5380,Venompool,Accelerated Healing
5381,Venompool,Dimensional Awareness
5382,Venompool,Durability
5383,Venompool,Stealth
5384,Venompool,Danger Sense
5385,Venompool,Marksmanship
5386,Venompool,Weapons Master
5387,Venompool,Longevity
5388,Venompool,Super Strength
5389,Venompool,Stamina
5390,Venompool,Super Speed
5391,Venompool,Weapon-based Powers
5392,Venompool,Teleportation
5393,Venompool,Jump
5394,Venompool,Immortality
5395,Venompool,Reflexes
5396,Venompool,Natural Armor
5397,Venompool,Regeneration
5398,Venompool,Natural Weapons
5399,Venompool,Toxin and Disease Resistance
5400,Venompool,Telepathy Resistance
5401,Venompool,Mind Control Resistance
5402,Venompool,Wallcrawling
5403,Venompool,Web Creation
5404,Venompool,Symbiote Costume
5405,Vertigo II,Psionic Powers
5406,Vibe,Dimensional Awareness
5407,Vibe,Energy Blasts
5408,Vibe,Teleportation
5409,Vibe,Dimensional Travel
5410,Vibe,Power Nullifier
5411,Vibe,Seismic Power
5412,Vindicator,Durability
5413,Vindicator,Flight
5414,Vindicator,Energy Beams
5415,Vindicator,Element Control
5416,Vindicator,Force Fields
5417,Vindicator,Heat Generation
5418,Vindicator,Gravity Control
5419,Vindicator,Water Control
5420,Violator,Durability
5421,Violator,Super Strength
5422,Violator,Telepathy
5423,Violator,Shapeshifting
5424,Violator,Sonic Scream
5425,Violet Parr,Stealth
5426,Violet Parr,Intelligence
5427,Violet Parr,Energy Constructs
5428,Violet Parr,Force Fields
5429,Violet Parr,Levitation
5430,Violet Parr,Invisibility
5431,Vision,Durability
5432,Vision,Stealth
5433,Vision,Energy Absorption
5434,Vision,Flight
5435,Vision,Marksmanship
5436,Vision,Intelligence
5437,Vision,Super Strength
5438,Vision,Telepathy
5439,Vision,Energy Blasts
5440,Vision,Density Control
5441,Vision,Stamina
5442,Vision,Super Speed
5443,Vision,Energy Beams
5444,Vision,Phasing
5445,Vision,Reflexes
5446,Vision,Invulnerability
5447,Vision,Technopath/Cyberpath
5448,Vision,Enhanced Hearing
5449,Vision,Natural Armor
5450,Vision,Intangibility
5451,Vixen,Agility
5452,Vixen,Accelerated Healing
5453,Vixen,Stealth
5454,Vixen,Flight
5455,Vixen,Danger Sense
5456,Vixen,Animal Attributes
5457,Vixen,Super Strength
5458,Vixen,Stamina
5459,Vixen,Super Speed
5460,Vixen,Animal Oriented Powers
5461,Vixen,Shapeshifting
5462,Vixen,Force Fields
5463,Vixen,Enhanced Hearing
5464,Vixen,Enhanced Sight
5465,Vixen,Natural Weapons
5466,Vixen,Enhanced Smell
5467,Vixen,Wallcrawling
5468,Vulture,Agility
5469,Vulture,Flight
5470,Vulture,Marksmanship
5471,Vulture,Super Strength
5472,Vulture,Super Speed
5473,Vulture,Animal Oriented Powers
5474,Vulture,Gravity Control
5475,Vulture,Levitation
5476,Walrus,Durability
5477,Walrus,Super Strength
5478,Walrus,Natural Armor
5479,Walrus,Natural Weapons
5480,War Machine,Durability
5481,War Machine,Energy Absorption
5482,War Machine,Flight
5483,War Machine,Underwater breathing
5484,War Machine,Marksmanship
5485,War Machine,Super Strength
5486,War Machine,Energy Blasts
5487,War Machine,Super Speed
5488,War Machine,Weapon-based Powers
5489,War Machine,Energy Beams
5490,War Machine,Phasing
5491,War Machine,Power Suit
5492,War Machine,Radiation Immunity
5493,War Machine,Vision - Telescopic
5494,War Machine,Magnetism
5495,War Machine,Invisibility
5496,War Machine,Vision - Night
5497,War Machine,Vision - Thermal
5498,Warlock,Agility
5499,Warlock,Durability
5500,Warlock,Flight
5501,Warlock,Super Strength
5502,Warlock,Energy Blasts
5503,Warlock,Stamina
5504,Warlock,Super Speed
5505,Warlock,Reflexes
5506,Warlock,Energy Manipulation
5507,Warp,Flight
5508,Warp,Teleportation
5509,Warpath,Agility
5510,Warpath,Cold Resistance
5511,Warpath,Durability
5512,Warpath,Super Strength
5513,Warpath,Stamina
5514,Warpath,Super Speed
5515,Warpath,Reflexes
5516,Warpath,Enhanced Hearing
5517,Warpath,Heat Resistance
5518,Warpath,Vision - Telescopic
5519,Warpath,Vision - Night
5520,Wasp,Agility
5521,Wasp,Stealth
5522,Wasp,Flight
5523,Wasp,Intelligence
5524,Wasp,Super Strength
5525,Wasp,Energy Blasts
5526,Wasp,Size Changing
5527,Wasp,Animal Oriented Powers
5528,Wasp,Weapon-based Powers
5529,Watcher,Dimensional Awareness
5530,Watcher,Flight
5531,Watcher,Intelligence
5532,Watcher,Telepathy
5533,Watcher,Size Changing
5534,Watcher,Teleportation
5535,Watcher,Immortality
5536,Watcher,Phasing
5537,Watcher,Invulnerability
5538,Watcher,Force Fields
5539,Watcher,Empathy
5540,Watcher,Psionic Powers
5541,Watcher,Enhanced Hearing
5542,Watcher,Energy Manipulation
5543,Watcher,Illusions
5544,Watcher,Telepathy Resistance
5545,Watcher,Omnilingualism
5546,Watcher,Invisibility
5547,Weapon XI,Agility
5548,Weapon XI,Accelerated Healing
5549,Weapon XI,Super Strength
5550,Weapon XI,Energy Blasts
5551,Weapon XI,Super Speed
5552,Weapon XI,Weapon-based Powers
5553,Weapon XI,Teleportation
5554,White Canary,Agility
5555,White Canary,Stealth
5556,White Canary,Weapons Master
5557,White Canary,Stamina
5558,White Canary,Reflexes
5559,Wildfire,Energy Absorption
5560,Wildfire,Flight
5561,Wildfire,Super Strength
5562,Wildfire,Energy Blasts
5563,Wildfire,Size Changing
5564,Wildfire,Invulnerability
5565,Wildfire,Energy Manipulation
5566,Wildfire,Vision - X-Ray
5567,Winter Soldier,Marksmanship
5568,Winter Soldier,Longevity
5569,Winter Soldier,Super Strength
5570,Winter Soldier,Energy Blasts
5571,Winter Soldier,Peak Human Condition
5572,Wolfsbane,Animal Attributes
5573,Wolfsbane,Super Strength
5574,Wolfsbane,Super Speed
5575,Wolfsbane,Enhanced Senses
5576,Wolfsbane,Shapeshifting
5577,Wolfsbane,Reflexes
5578,Wolfsbane,Natural Weapons
5579,Wolfsbane,Vision - Thermal
5580,Wolverine,Agility
5581,Wolverine,Accelerated Healing
5582,Wolverine,Cold Resistance
5583,Wolverine,Durability
5584,Wolverine,Stealth
5585,Wolverine,Longevity
5586,Wolverine,Super Strength
5587,Wolverine,Stamina
5588,Wolverine,Animal Oriented Powers
5589,Wolverine,Enhanced Senses
5590,Wolverine,Jump
5591,Wolverine,Reflexes
5592,Wolverine,Empathy
5593,Wolverine,Enhanced Hearing
5594,Wolverine,Enhanced Sight
5595,Wolverine,Regeneration
5596,Wolverine,Natural Weapons
5597,Wolverine,Enhanced Smell
5598,Wolverine,Vision - Telescopic
5599,Wolverine,Toxin and Disease Resistance
5600,Wolverine,Vision - Night
5601,Wonder Girl,Agility
5602,Wonder Girl,Durability
5603,Wonder Girl,Flight
5604,Wonder Girl,Longevity
5605,Wonder Girl,Intelligence
5606,Wonder Girl,Super Strength
5607,Wonder Girl,Super Speed
5608,Wonder Girl,Electrokinesis
5609,Wonder Girl,Invulnerability
5610,Wonder Man,Durability
5611,Wonder Man,Flight
5612,Wonder Man,Longevity
5613,Wonder Man,Super Strength
5614,Wonder Man,Energy Blasts
5615,Wonder Man,Size Changing
5616,Wonder Man,Stamina
5617,Wonder Man,Super Speed
5618,Wonder Man,Reflexes
5619,Wonder Man,Invulnerability
5620,Wonder Man,Self-Sustenance
5621,Wonder Woman,Accelerated Healing
5622,Wonder Woman,Durability
5623,Wonder Woman,Flight
5624,Wonder Woman,Marksmanship
5625,Wonder Woman,Weapons Master
5626,Wonder Woman,Longevity
5627,Wonder Woman,Intelligence
5628,Wonder Woman,Super Strength
5629,Wonder Woman,Telepathy
5630,Wonder Woman,Stamina
5631,Wonder Woman,Super Speed
5632,Wonder Woman,Animal Oriented Powers
5633,Wonder Woman,Weapon-based Powers
5634,Wonder Woman,Enhanced Senses
5635,Wonder Woman,Dimensional Travel
5636,Wonder Woman,Enhanced Memory
5637,Wonder Woman,Reflexes
5638,Wonder Woman,Force Fields
5639,Wonder Woman,Fire Resistance
5640,Wonder Woman,Enhanced Hearing
5641,Wonder Woman,Hypnokinesis
5642,Wonder Woman,Enhanced Smell
5643,Wonder Woman,Vision - Telescopic
5644,Wonder Woman,Toxin and Disease Resistance
5645,Wonder Woman,Magic Resistance
5646,Wonder Woman,Vision - Microscopic
5647,Wonder Woman,Vision - Night
5648,Wonder Woman,Vision - Infrared
5649,Wonder Woman,Vision - X-Ray
5650,Wonder Woman,Vision - Thermal
5651,X-23,Agility
5652,X-23,Accelerated Healing
5653,X-23,Durability
5654,X-23,Stealth
5655,X-23,Marksmanship
5656,X-23,Longevity
5657,X-23,Super Strength
5658,X-23,Stamina
5659,X-23,Jump
5660,X-23,Reflexes
5661,X-23,Enhanced Hearing
5662,X-23,Enhanced Sight
5663,X-23,Natural Weapons
5664,X-23,Enhanced Smell
5665,X-23,Vision - Telescopic
5666,X-23,Toxin and Disease Resistance
5667,X-23,Vision - Night
5668,X-Man,Flight
5669,X-Man,Telepathy
5670,X-Man,Astral Travel
5671,X-Man,Teleportation
5672,X-Man,Telekinesis
5673,X-Man,Phasing
5674,X-Man,Astral Projection
5675,X-Man,Psionic Powers
5676,X-Man,Mind Control
5677,X-Man,Intangibility
5678,X-Man,Illusions
5679,Yellowjacket,Size Changing
5680,Yellowjacket,Animal Oriented Powers
5681,Yellowjacket II,Flight
5682,Yellowjacket II,Energy Blasts
5683,Yellowjacket II,Size Changing
5684,Ymir,Cold Resistance
5685,Ymir,Durability
5686,Ymir,Longevity
5687,Ymir,Super Strength
5688,Ymir,Cryokinesis
5689,Ymir,Immortality
5690,Yoda,Agility
5691,Yoda,Stealth
5692,Yoda,Danger Sense
5693,Yoda,Marksmanship
5694,Yoda,Weapons Master
5695,Yoda,Longevity
5696,Yoda,Intelligence
5697,Yoda,Telepathy
5698,Yoda,Energy Blasts
5699,Yoda,Stamina
5700,Yoda,Super Speed
5701,Yoda,Telekinesis
5702,Yoda,Jump
5703,Yoda,Reflexes
5704,Yoda,Force Fields
5705,Yoda,Empathy
5706,Yoda,Precognition
5707,Yoda,Cloaking
5708,Yoda,The Force
5709,Zatanna,Cryokinesis
5710,Zatanna,Telepathy
5711,Zatanna,Magic
5712,Zatanna,Fire Control
5713,Zatanna,Probability Manipulation
5714,Zatanna,Water Control
5715,Zatanna,Terrakinesis
5716,Zatanna,Weather Control
5717,Zoom,Super Speed
5718,Zoom,Intangibility
5719,Zoom,Time Travel
5720,Zoom,Time Manipulation
